ans,Hydrophilic,Flexibility,polarity,volume,hydrophobicity,RSA,SS,peptide,accessible surface
0,0.9157905954681448,1.0087837838680886,-0.05766029158984392,124.4068106110968,-0.2521451188749963,0.9462580986620844,1.1956440355447797,4.0357351856811485,143.02793874539051
1,0.9461111077607285,1.011191924296139,-0.09839649347663221,128.26954517773396,-0.5136263965847372,0.9281995958155652,1.1912857699634858,4.006011842729964,148.98505239528967
1,0.9675961123929019,1.0115151897810197,-0.09974223426858823,133.63995363660706,-0.6716443084254796,0.9046892379773709,1.1784515647608416,3.993365436160097,156.74189650638664
1,0.9976164753391946,1.0122855354966347,-0.12125143666545866,139.44768153849438,-0.9217530694027242,0.881204691209339,1.1703449600932445,3.9810574436384196,165.42720174126535
1,1.0110535804341498,1.0126598129915274,-0.12526844143417645,143.91132068348767,-1.075210020584243,0.8914928990945589,1.1538372232652334,3.9751580945613045,170.2422936385793
1,1.0274254552569255,1.0126824445957856,-0.13672668621323805,148.3249422489356,-1.246653858371675,0.8880012691047597,1.145671465319567,3.9785192933510327,175.83354027890468
1,1.0337915348665312,1.0119001764240358,-0.14009833929990914,151.37646639921928,-1.3520188466989758,0.8915598246946467,1.1376696880341253,3.988837430816566,178.99876174977277
1,1.0409357847412606,1.0129924178138072,-0.1638623138608856,153.6276052757909,-1.4899711655823684,0.9121070311628567,1.1326507591440917,3.9988417669448366,180.97757820325424
1,1.0404387181159367,1.0144129751531314,-0.18887322106521937,154.4662831852963,-1.5899874984583686,0.9400215381340667,1.13090152870403,4.005284242117027,180.83263589802323
1,1.0313308121836424,1.0157720106201593,-0.2060146389783455,154.7172561122412,-1.6432764016735584,0.9671967436462084,1.129263802665612,4.017597030033631,179.45569481388785
1,1.021846690654171,1.0165855276497902,-0.22063542043338605,154.41054451480133,-1.67989102199029,1.0009414543390125,1.1232607762122135,4.041741090294432,177.4128401123214
1,1.0121030262514306,1.0199458429125419,-0.260729643386621,153.09082271247044,-1.7638167156724749,1.0368888495866975,1.1223437296407324,4.051330478416935,174.45820342617583
1,0.9907214923689258,1.0218812919946454,-0.28172963948070817,150.90751643770736,-1.7611842289613366,1.0642864220415342,1.121901304777841,4.085182482348265,170.22744138262846
1,0.9846615797002611,1.02721436290158,-0.3451918954077053,149.02825892038052,-1.9011597390000932,1.0900869767422965,1.119883556353042,4.081927655416871,167.83740908669014
1,0.972687357156698,1.0296388709750175,-0.37094279368345284,148.2967605740395,-1.9696262076779278,1.095803450440721,1.111620471758667,4.098116631200336,167.22025117938267
1,0.9567714875318394,1.0315511089713427,-0.37909253301161644,147.84900712702833,-1.9452963224793194,1.0909523088501711,1.0994684777899555,4.109694621550323,167.45513204837656
0,0.9491155862578867,1.032731086259945,-0.38435665041852035,147.91660230724736,-1.91862625691181,1.0758445041193703,1.0928392582698596,4.103906560771629,169.10975180995194
0,0.9342102547037062,1.0298155906005675,-0.3497928820619393,150.59813855562768,-1.8488787343871183,1.0421855819684027,1.0742235511393257,4.161074201682894,174.09432458363793
0,0.9218443918453921,1.025894114952799,-0.29902391633776476,152.10031675862282,-1.6988105960592124,1.0075792709300464,1.0585795091327106,4.187273644882247,177.52236437414246
0,0.9140323500884145,1.0225490791672327,-0.255248170387788,153.45863970430509,-1.5744308543315895,0.9781974591792921,1.0484388722570452,4.211387029427365,180.83514967695615
1,0.9011039714518281,1.0166484436566756,-0.18034372179612893,155.1735724692789,-1.3595619249167394,0.9418659172668771,1.0381443132972006,4.242024754808806,184.09807186059763
1,0.8998067825768165,1.0117302236830326,-0.12150250727429529,156.19637367723354,-1.2031062116659057,0.9123652500365327,1.0331847686112932,4.242977065881085,186.53338876669375
1,0.8828045124574708,1.0046324279765608,-0.025734059087842744,156.55635031818593,-0.8898365291217304,0.8832993848184154,1.0291013263646047,4.2702764481526145,186.98111428272057
1,0.8878266651502355,0.999680187754927,0.03020804781247718,156.63468820764282,-0.705848477234015,0.8462883713543654,1.0348058143647756,4.260240939710951,188.56854047854057
1,0.9013850418486594,0.9958176312467346,0.06704728389319718,157.02980769779666,-0.6131602188728354,0.8397784366160893,1.042174765686266,4.24411716144031,189.13564765501658
1,0.910750656894639,0.9926238191281458,0.10246881177513917,157.02966764314922,-0.5047229943483058,0.8325168944737769,1.049057325931819,4.23087531513999,189.16434871079136
1,0.9241366078993616,0.9909859962590265,0.11266757402308952,154.975391913955,-0.43402949255644374,0.8356101235576862,1.061962534572489,4.19963178073938,186.41532782352996
1,0.9384461977219427,0.9901958758124735,0.11800793276999631,153.52511020401917,-0.37679437030058915,0.8353418842813438,1.0757622313144901,4.159836130103975,184.66792904410232
1,0.9604424290557878,0.9914698547398356,0.09910191199909388,152.12712766800627,-0.4243497087887591,0.834322510127216,1.0879417172505947,4.11205106750225,183.21450625229863
1,0.9762531362459571,0.9947600186130293,0.06900083101528112,150.60270724342269,-0.5011022820748563,0.8638039304732411,1.0994692441315712,4.053319448100709,179.9457970477793
1,0.9845447344986777,0.9961952086199992,0.05312118118677264,148.67553047505473,-0.5342993632821259,0.8767851188910403,1.106712813326635,4.020988640181677,176.606771390133
1,0.9869927348144286,0.9978356954547433,0.0409402454503194,147.44221607396497,-0.5612499367284522,0.892114479296102,1.109347068324888,3.9977909135058316,173.87735397124547
1,0.9732377614524347,0.9969949212971464,0.06821885711996606,146.04111641343061,-0.45482201840984515,0.9043810334940009,1.1086091974611376,4.002327800002488,169.904846645337
1,0.9619150967909079,0.9986947393139831,0.07012329837085415,144.26965704587073,-0.3975107718735621,0.9262615607087135,1.1072172445467379,3.988840692875803,165.55820701677516
1,0.9468392002242338,0.999217269009491,0.07729760480551548,142.01055354166627,-0.36265577058069964,0.9523436684833837,1.1015398878121834,3.995506339711309,160.26400226438392
1,0.9277635747409522,0.9999425267682059,0.08842249884825958,139.4574028593015,-0.29185152623907484,0.9828224306364481,1.0977183030858835,4.011194159937185,154.4655213698382
1,0.9135827103147313,1.001701072151656,0.09476511522485165,136.50170626633354,-0.2083806985375834,1.0099226270001733,1.096547961450328,3.988965421706195,148.6106513418937
1,0.8968062166192369,1.002772694814591,0.10236950807373747,134.10065866183808,-0.14459336604311163,1.0286403736316476,1.0949157740598967,3.998289016332685,143.73483521284317
1,0.882498481797822,1.0026516496480495,0.12034823057759106,131.7211716472742,-0.05973143224508923,1.0386137077861073,1.08737341202094,4.000031569624642,139.9301206203551
1,0.8821848020783524,1.0042642982917571,0.1082127948814894,129.58394013769743,-0.053905469185331144,1.0492462723323521,1.0881947606740585,3.9884203040072466,137.36226646288614
1,0.8904809031660093,1.005817233818972,0.08117491035562358,128.1192525292548,-0.12129813360688228,1.0562416197480875,1.0867207949730566,3.9779052355811575,136.5563655175757
